Seq	PropersID	Year	Reference
401	Ord. Time, Week 15, Tues	1+2	Matt 11:20-24
402	Ord. Time, Week 15, Wed	1+2	Matt 11:25-27
403	Advent, Week 2, Wed	1+2	Matt 11:28-30
404	Ord. Time, Week 15, Thurs	1+2	Matt 11:28-30
405	Ord. Time, Week 15, Fri	1+2	Matt 12:1-8
406	Ord. Time, Week 15, Sat	1+2	Matt 12:14-21
407	Ord. Time, Week 16, Mon	1+2	Matt 12:38-42
408	Ord. Time, Week 16, Tues	1+2	Matt 12:46-50
409	Ord. Time, Week 16, Wed	1+2	Matt 13:1-9
410	Ord. Time, Week 16, Thurs	1+2	Matt 13:10-17
411	July 26: Sts. Joachim and Anne, parents of BVMary	1+2	Matt 13:16-17
412	Ord. Time, Week 16, Fri	1+2	Matt 13:18-23
413	Ord. Time, Week 16, Sat	1+2	Matt 13:24-30
414	Ord. Time, Week 17, Mon	1+2	Matt 13:31-35
415	Ord. Time, Week 17, Tues	1+2	Matt 13:36-43
416	Ord. Time, Week 17, Wed	1+2	Matt 13:44-46
417	Ord. Time, Week 17, Thurs	1+2	Matt 13:47-53
418	Ord. Time, Week 17, Fri	1+2	Matt 13:54-58
419	May 1: St. Joseph the Worker (Proper Gospel only)	1+2	Matt 13:54-58
420	Ord. Time, Week 17, Sat	1+2	Matt 14:1-12
421	Ord. Time, Week 18, Mon	1+2	Matt 14:13-21
422	Nov 18: Dedication of the Basilicas of Sts. Peter and Paul	1+2	Matt 14:22-33
423	Ord. Time, Week 18, Tues	1+2	Matt 14:22-36
424	Ord. Time, Week 18, Mon (Year A)	1+2	Matt 14:22-36
425	Ord. Time, Week 18, Tues (Year A)	1+2	Matt 15:1-2, 10-14
426	Ord. Time, Week 18, Wed	1+2	Matt 15:21-28
427	Advent, Week 1, Wed	1+2	Matt 15:29-37
428	Feb 22: Chair of St. Peter, Apostle	1+2	Matt 16:13-19
429	June 29: Solemnity: Sts. Peter and Paul, Day	1+2	Matt 16:13-19
430	Ord. Time, Week 18, Thurs	1+2	Matt 16:13-23
431	Ord. Time, Week 18, Fri	1+2	Matt 16:24-28
432	Aug 6: Feast: Transfiguration of the Lord (Year A)	1+2	Matt 17:1-9
433	Advent, Week 2, Sat	1+2	Matt 17:9a, 10-13
434	Ord. Time, Week 18, Sat	1+2	Matt 17:14-20
435	Ord. Time, Week 19, Mon	1+2	Matt 17:22-27
436	Oct 2: Holy Guardian Angels	1+2	Matt 18:1-5, 10
437	Ord. Time, Week 19, Tues	1+2	Matt 18:1-5, 10, 12-14
438	Advent, Week 2, Tues	1+2	Matt 18:12-14
439	Ord. Time, Week 19, Wed	1+2	Matt 18:15-20
440	Lent, Week 3, Tues	1+2	Matt 18:21-35
441	Ord. Time, Week 19, Thurs	1+2	Matt 18:21—19:1
442	Ord. Time, Week 19, Fri	1+2	Matt 19:3-12
443	Ord. Time, Week 19, Sat	1+2	Matt 19:13-15
444	Ord. Time, Week 20, Mon	1+2	Matt 19:16-22
445	Ord. Time, Week 20, Tues	1+2	Matt 19:23-30
446	Ord. Time, Week 20, Wed	1+2	Matt 20:1-16
447	Lent, Week 2, Wed	1+2	Matt 20:17-28
448	July 25: St. James, Apostle	1+2	Matt 20:20-28
449	Advent, Week 3, Mon	1+2	Matt 21:23-27
450	Advent, Week 3, Tues	1+2	Matt 21:28-32
451	Lent, Week 2, Fri	1+2	Matt 21:33-43, 45-46
452	Ord. Time, Week 20, Thurs	1+2	Matt 22:1-14
453	Ord. Time, Week 20, Fri	1+2	Matt 22:34-40
454	Lent, Week 2, Tues	1+2	Matt 23:1-12
455	Ord. Time, Week 20, Sat	1+2	Matt 23:1-12
456	Ord. Time, Week 21, Mon	1+2	Matt 23:13-22
457	Ord. Time, Week 21, Tues	1+2	Matt 23:23-26
458	Ord. Time, Week 21, Wed	1+2	Matt 23:27-32
459	Ord. Time, Week 21, Thurs	1+2	Matt 24:42-51
460	Ord. Time, Week 21, Fri	1+2	Matt 25:1-13
461	Ord. Time, Week 21, Sat	1+2	Matt 25:14-30
462	Lent, Week 1, Mon	1+2	Matt 25:31-46
463	Holy Week, Wed	1+2	Matt 26:14-25
464	Easter Octave, Mon	1+2	Matt 28:8-15
465	Christmas Weekday: Jan. 6 (if Epiphany is Jan. 7 or 8)	1+2	Mark 1:7-11
466	Ord. Time, Week 1, Mon	1+2	Mark 1:14-20
467	Ord. Time, Week 1, Tues	1+2	Mark 1:21-28
468	Ord. Time, Week 1, Wed	1+2	Mark 1:29-39
469	Ord. Time, Week 1, Thurs	1+2	Mark 1:40-45
470	Ord. Time, Week 1, Fri	1+2	Mark 2:1-12
471	Ord. Time, Week 1, Sat	1+2	Mark 2:13-17
472	Ord. Time, Week 2, Mon	1+2	Mark 2:18-22
473	Ord. Time, Week 2, Tues	1+2	Mark 2:23-28
474	Ord. Time, Week 2, Wed	1+2	Mark 3:1-6
475	Ord. Time, Week 2, Thurs	1+2	Mark 3:7-12
476	Ord. Time, Week 2, Fri	1+2	Mark 3:13-19
477	Ord. Time, Week 2, Sat	1+2	Mark 3:20-21
478	Ord. Time, Week 3, Mon	1+2	Mark 3:22-30
479	Ord. Time, Week 3, Tues	1+2	Mark 3:31-35
480	Ord. Time, Week 3, Wed	1+2	Mark 4:1-20
481	Ord. Time, Week 3, Thurs	1+2	Mark 4:21-25
482	Ord. Time, Week 3, Fri	1+2	Mark 4:26-34
483	Ord. Time, Week 3, Sat	1+2	Mark 4:35-41
484	Ord. Time, Week 4, Mon	1+2	Mark 5:1-20
485	Ord. Time, Week 4, Tues	1+2	Mark 5:21-43
486	Ord. Time, Week 4, Wed	1+2	Mark 6:1-6
487	Ord. Time, Week 4, Thurs	1+2	Mark 6:7-13
488	Ord. Time, Week 4, Fri	1+2	Mark 6:14-29
489	Aug 29: Martyrdom of St. John the Baptist	1+2	Mark 6:17-29
490	Ord. Time, Week 4, Sat	1+2	Mark 6:30-34
491	Tues after Epiphany, or Jan. 8	1+2	Mark 6:34-44
492	Wed after Epiphany, or Jan. 9	1+2	Mark 6:45-52
493	Ord. Time, Week 5, Mon	1+2	Mark 6:53-56
494	Ord. Time, Week 5, Tues	1+2	Mark 7:1-13
495	Ord. Time, Week 5, Wed	1+2	Mark 7:14-23
496	Ord. Time, Week 5, Thurs	1+2	Mark 7:24-30
497	Ord. Time, Week 5, Fri	1+2	Mark 7:31-37
498	Ord. Time, Week 5, Sat	1+2	Mark 8:1-10
499	Ord. Time, Week 6, Mon	1+2	Mark 8:11-13
500	Ord. Time, Week 6, Tues	1+2	Mark 8:14-21
501	Ord. Time, Week 6, Wed	1+2	Mark 8:22-26
502	Ord. Time, Week 6, Thurs	1+2	Mark 8:27-33
503	Ord. Time, Week 6, Fri	1+2	Mark 8:34—9:1
504	Aug 6: Feast: Transfiguration of the Lord (Year B)	1+2	Mark 9:2-10
505	Ord. Time, Week 6, Sat	1+2	Mark 9:2-13
506	Ord. Time, Week 7, Mon	1+2	Mark 9:14-29
507	Ord. Time, Week 7, Tues	1+2	Mark 9:30-37
508	Ord. Time, Week 7, Wed	1+2	Mark 9:38-40
509	Ord. Time, Week 7, Thurs	1+2	Mark 9:41-50
510	Ord. Time, Week 7, Fri	1+2	Mark 10:1-12
511	Ord. Time, Week 7, Sat	1+2	Mark 10:13-16
512	Ord. Time, Week 8, Mon	1+2	Mark 10:17-27
513	Ord. Time, Week 8, Tues	1+2	Mark 10:28-31
514	Ord. Time, Week 8, Wed	1+2	Mark 10:32-45
515	Ord. Time, Week 8, Thurs	1+2	Mark 10:46-52
516	Ord. Time, Week 8, Fri	1+2	Mark 11:11-26
517	Ord. Time, Week 8, Sat	1+2	Mark 11:27-33
518	Ord. Time, Week 9, Mon	1+2	Mark 12:1-12
519	Ord. Time, Week 9, Tues	1+2	Mark 12:13-17
520	Ord. Time, Week 9, Wed	1+2	Mark 12:18-27
521	Lent, Week 3, Fri	1+2	Mark 12:28b-34
522	Ord. Time, Week 9, Thurs	1+2	Mark 12:28b-34
523	Ord. Time, Week 9, Fri	1+2	Mark 12:35-37
524	Ord. Time, Week 9, Sat	1+2	Mark 12:38-44
525	Easter Octave, Sat	1+2	Mark 16:9-15
526	Jan 25: Conversion of St. Paul, Apostle	1+2	Mark 16:15-18
527	April 25: St. Mark, Evangelist	1+2	Mark 16:15-20
528	June 24: Solemnity: Nativity of St. John the Baptist, Vigil	1+2	Luke 1:5-17
529	Advent, Dec. 19	1+2	Luke 1:5-25
530	Advent, Dec. 20	1+2	Luke 1:26-38
531	Dec 12: Our Lady of Guadalupe (option 1)	1+2	Luke 1:26-38
532	March 25: Solemnity: Annunciation of the Lord	1+2	Luke 1:26-38
533	Dec 8: Solemnity: Immaculate Conception of the BVMary	1+2	Luke 1:26-38
534	Advent, Dec. 21	1+2	Luke 1:39-45
535	Dec 12: Our Lady of Guadalupe (option 2)	1+2	Luke 1:39-47
536	May 31: Visitation of the BVMary	1+2	Luke 1:39-56
537	Aug 15: Solemnity: Assumption of the BVMary, Day	1+2	Luke 1:39-56
538	Ord. Time, Week 12, Sat	1	Luke 1:46-47, 48-49, 50+53, 54-55
539	Advent, Dec. 22	1+2	Luke 1:46-56
540	Advent, Dec. 23	1+2	Luke 1:57-66
541	June 24: Solemnity: Nativity of St. John the Baptist, Day	1+2	Luke 1:57-66, 80
542	Advent, Dec. 24 (morning Mass)	1+2	Luke 1:67-79
543	Ord. Time, Week 3, Sat	1	Luke 1:69-70, 71-72, 73-75
544	Ord. Time, Week 29, Mon	1	Luke 1:69-70, 71-72, 73-75
545	Ord. Time, Week 27, Thurs	2	Luke 1:69-70, 71-72, 73-75
546	Jan 3: Most Holy Name of Jesus	1+2	Luke 2:21-24
547	5th Day in Xmas Octave, Dec. 29	1+2	Luke 2:22-35
548	Feb 2: Feast: Presentation of the Lord	1+2	Luke 2:22-40 or 2:22-32
549	Sept 15: Our Lady of Sorrows (Proper Gospel only; option 2)	1+2	Luke 2:33-35
550	6th Day in Xmas Octave, Dec. 30	1+2	Luke 2:36-40
551	Sat >2nd Sun >Pentecost: Immaculate Heart of BVMary (Proper Gospel only)	1+2	Luke 2:41-51
552	March 19: Solemnity: St. Joseph, husband of the BVMary (Option 2)	1+2	Luke 2:41-51a
553	Christmas Weekday: Jan. 6 (opt., if Epiphany is Jan. 7 or 8)	1+2	Luke 3:23-38 or 3:23, 31-34, 36, 38
554	Thurs after Epiphany, or Jan. 10	1+2	Luke 4:14-22a
555	Holy Week, Chrism Mass	1+2	Luke 4:16-21
556	Ord. Time, Week 22, Mon	1+2	Luke 4:16-30
557	Lent, Week 3, Mon	1+2	Luke 4:24-30
558	Ord. Time, Week 22, Tues	1+2	Luke 4:31-37
559	Ord. Time, Week 22, Wed	1+2	Luke 4:38-44
560	Ord. Time, Week 22, Thurs	1+2	Luke 5:1-11
561	Fri after Epiphany, or Jan. 11	1+2	Luke 5:12-16
562	Advent, Week 2, Mon	1+2	Luke 5:17-26
563	Saturday after Ash Wed.	1+2	Luke 5:27-32
564	Ord. Time, Week 22, Fri	1+2	Luke 5:33-39
565	Ord. Time, Week 22, Sat	1+2	Luke 6:1-5
566	Ord. Time, Week 23, Mon	1+2	Luke 6:6-11
567	Ord. Time, Week 23, Tues	1+2	Luke 6:12-19
568	Oct 28: Sts. Simon and Jude, Apostles	1+2	Luke 6:12-19
569	Ord. Time, Week 23, Wed	1+2	Luke 6:20-26
570	Ord. Time, Week 23, Thurs	1+2	Luke 6:27-38
571	Lent, Week 2, Mon	1+2	Luke 6:36-38
572	Ord. Time, Week 23, Fri	1+2	Luke 6:39-42
573	Ord. Time, Week 23, Sat	1+2	Luke 6:43-49
574	Ord. Time, Week 24, Mon	1+2	Luke 7:1-10
575	Ord. Time, Week 24, Tues	1+2	Luke 7:11-17
576	Advent, Week 3, Wed	1+2	Luke 7:18b-23
577	Advent, Week 3, Thurs	1+2	Luke 7:24-30
578	Ord. Time, Week 24, Wed	1+2	Luke 7:31-35
579	Ord. Time, Week 24, Thurs	1+2	Luke 7:36-50
580	Ord. Time, Week 24, Fri	1+2	Luke 8:1-3
581	Ord. Time, Week 24, Sat	1+2	Luke 8:4-15
582	Ord. Time, Week 25, Mon	1+2	Luke 8:16-18
583	Ord. Time, Week 25, Tues	1+2	Luke 8:19-21
584	Ord. Time, Week 25, Wed	1+2	Luke 9:1-6
585	Ord. Time, Week 25, Thurs	1+2	Luke 9:7-9
586	Ord. Time, Week 25, Fri	1+2	Luke 9:18-22
587	Thursday after Ash Wed.	1+2	Luke 9:22-25
588	Aug 6: Feast: Transfiguration of the Lord (Year C)	1+2	Luke 9:28b-36
589	Ord. Time, Week 25, Sat	1+2	Luke 9:43b-45
590	Ord. Time, Week 26, Mon	1+2	Luke 9:46-50
591	Ord. Time, Week 26, Tues	1+2	Luke 9:51-56
592	Ord. Time, Week 26, Wed	1+2	Luke 9:57-62
593	Oct 18: St. Luke, Evangelist	1+2	Luke 10:1-9
594	Ord. Time, Week 26, Thurs	1+2	Luke 10:1-12
595	Ord. Time, Week 26, Fri	1+2	Luke 10:13-16
596	Ord. Time, Week 26, Sat	1+2	Luke 10:17-24
597	Advent, Week 1, Tues	1+2	Luke 10:21-24
598	Ord. Time, Week 27, Mon	1+2	Luke 10:25-37
599	Ord. Time, Week 27, Tues	1+2	Luke 10:38-42
600	July 29: St. Martha (Proper Gospel only; option 2)	1+2	Luke 10:38-42
601	Ord. Time, Week 27, Wed	1+2	Luke 11:1-4
602	Ord. Time, Week 27, Thurs	1+2	Luke 11:5-13
603	Lent, Week 3, Thurs	1+2	Luke 11:14-23
604	Ord. Time, Week 27, Fri	1+2	Luke 11:15-26
605	Ord. Time, Week 27, Sat	1+2	Luke 11:27-28
606	Aug 15: Solemnity: Assumption of the BVMary, Vigil	1+2	Luke 11:27-28
607	Lent, Week 1, Wed	1+2	Luke 11:29-32
608	Ord. Time, Week 28, Mon	1+2	Luke 11:29-32
609	Ord. Time, Week 28, Tues	1+2	Luke 11:37-41
610	Ord. Time, Week 28, Wed	1+2	Luke 11:42-46
611	Ord. Time, Week 28, Thurs	1+2	Luke 11:47-54
612	Ord. Time, Week 28, Fri	1+2	Luke 12:1-7
613	Ord. Time, Week 28, Sat	1+2	Luke 12:8-12
614	Ord. Time, Week 29, Mon	1+2	Luke 12:13-21
615	Ord. Time, Week 29, Tues	1+2	Luke 12:35-38
616	Ord. Time, Week 29, Wed	1+2	Luke 12:39-48
617	Ord. Time, Week 29, Thurs	1+2	Luke 12:49-53
618	Ord. Time, Week 29, Fri	1+2	Luke 12:54-59
619	Ord. Time, Week 29, Sat	1+2	Luke 13:1-9
620	Ord. Time, Week 30, Mon	1+2	Luke 13:10-17
621	Ord. Time, Week 30, Tues	1+2	Luke 13:18-21
622	Ord. Time, Week 30, Wed	1+2	Luke 13:22-30
623	Ord. Time, Week 30, Thurs	1+2	Luke 13:31-35
624	Ord. Time, Week 30, Fri	1+2	Luke 14:1-6
625	Ord. Time, Week 30, Sat	1+2	Luke 14:1, 7-11
626	Ord. Time, Week 31, Mon	1+2	Luke 14:12-14
627	Ord. Time, Week 31, Tues	1+2	Luke 14:15-24
628	Ord. Time, Week 31, Wed	1+2	Luke 14:25-33
629	Ord. Time, Week 31, Thurs	1+2	Luke 15:1-10
630	Lent, Week 2, Sat	1+2	Luke 15:1-3, 11-32
631	Ord. Time, Week 31, Fri	1+2	Luke 16:1-8
632	Lent, Week 2, Thurs	1+2	Luke 16:19-31
633	Ord. Time, Week 31, Sat	1+2	Luke 16:9-15
634	Ord. Time, Week 32, Mon	1+2	Luke 17:1-6
635	Ord. Time, Week 32, Tues	1+2	Luke 17:7-10
636	Ord. Time, Week 32, Wed	1+2	Luke 17:11-19
637	Ord. Time, Week 32, Thurs	1+2	Luke 17:20-25
638	Ord. Time, Week 32, Fri	1+2	Luke 17:26-37
639	Ord. Time, Week 32, Sat	1+2	Luke 18:1-8
640	Lent, Week 3, Sat	1+2	Luke 18:9-14
641	Ord. Time, Week 33, Mon	1+2	Luke 18:35-43
642	Ord. Time, Week 33, Tues	1+2	Luke 19:1-10
643	Ord. Time, Week 33, Wed	1+2	Luke 19:11-28
644	Ord. Time, Week 33, Thurs	1+2	Luke 19:41-44
645	Ord. Time, Week 33, Fri	1+2	Luke 19:45-48
646	Ord. Time, Week 33, Sat	1+2	Luke 20:27-40
647	Ord. Time, Week 34, Mon	1+2	Luke 21:1-4
648	Ord. Time, Week 34, Tues	1+2	Luke 21:5-11
649	Ord. Time, Week 34, Wed	1+2	Luke 21:12-19
650	Ord. Time, Week 34, Thurs	1+2	Luke 21:20-28
651	Ord. Time, Week 34, Fri	1+2	Luke 21:29-33
652	Ord. Time, Week 34, Sat	1+2	Luke 21:34-36
653	Easter Octave, Wed	1+2	Luke 24:13-35
654	Easter Octave, Thurs	1+2	Luke 24:35-48
655	7th Day in Xmas Octave, Dec. 31	1+2	John 1:1-18
656	Christmas Weekday: Jan. 2	1+2	John 1:19-28
657	Christmas Weekday: Jan. 3	1+2	John 1:29-34
658	Christmas Weekday: Jan. 4	1+2	John 1:35-42
659	Christmas Weekday: Jan. 5	1+2	John 1:43-51
660	Aug 24: St. Bartholomew, Apostle	1+2	John 1:45-51
661	Sept 29: Sts. Michael, Gabriel, and Raphael, archangels	1+2	John 1:47-51
662	Christmas Weekday: Jan. 7 (if Epiphany is Jan. 8)	1+2	John 2:1-11
663	Nov 9: Feast: Dedication of the Lateran Basilica in Rome	1+2	John 2:13-22
664	Easter, Week 2, Mon	1+2	John 3:1-8
665	Easter, Week 2, Tues	1+2	John 3:7b-15
666	Sept 14: Feast: Exaltation of the Holy Cross	1+2	John 3:13-17
667	Easter, Week 2, Wed	1+2	John 3:16-21
668	Sat after Epiphany, or Jan. 12	1+2	John 3:22-30
669	Easter, Week 2, Thurs	1+2	John 3:31-36
670	Lent, Week 3, opt. Mass	1+2	John 4:5-42
671	Lent, Week 4, Mon	1+2	John 4:43-54
672	Lent, Week 4, Tues	1+2	John 5:1-3a, 5-16
673	Lent, Week 4, Wed	1+2	John 5:17-30
674	Lent, Week 4, Thurs	1+2	John 5:31-47
675	Advent, Week 3, Fri	1+2	John 5:33-36
676	Easter, Week 2, Fri	1+2	John 6:1-15
677	Easter, Week 2, Sat	1+2	John 6:16-21
678	Easter, Week 3, Mon	1+2	John 6:22-29
679	Easter, Week 3, Tues	1+2	John 6:30-35
680	Easter, Week 3, Wed	1+2	John 6:35-40
681	Easter, Week 3, Thurs	1+2	John 6:44-51
682	Easter, Week 3, Fri	1+2	John 6:52-59
683	Easter, Week 3, Sat	1+2	John 6:60-69
684	Lent, Week 4, Fri	1+2	John 7:1-2, 10, 25-30
685	Lent, Week 4, Sat	1+2	John 7:40-53
686	Lent, Week 5, Mon	1+2	John 8:1-11
687	Lent, Week 5, Mon (Year C)	1+2	John 8:12-20
688	Lent, Week 5, Tues	1+2	John 8:21-30
689	Lent, Week 5, Wed	1+2	John 8:31-42
690	Lent, Week 5, Thurs	1+2	John 8:51-59
691	Lent, Week 4, opt. Mass	1+2	John 9:1-41
692	Easter, Week 4, Mon	1+2	John 10:1-10
693	Easter, Week 4, Mon (Year A)	1+2	John 10:11-18
694	Easter, Week 4, Tues	1+2	John 10:22-30
695	Lent, Week 5, Fri	1+2	John 10:31-42
696	Lent, Week 5, opt. Mass	1+2	John 11:1-45
697	July 29: St. Martha (Proper Gospel only; option 1)	1+2	John 11:19-27
698	Lent, Week 5, Sat	1+2	John 11:45-56
699	Holy Week, Mon	1+2	John 12:1-11
700	Aug 10: St. Lawrence, deacon and martyr	1+2	John 12:24-26
701	Easter, Week 4, Wed	1+2	John 12:44-50
702	Easter, Week 4, Thurs	1+2	John 13:16-20
703	Holy Week, Tues	1+2	John 13:21-33, 36-38
704	Easter, Week 4, Fri	1+2	John 14:1-6
705	May 3: Sts. Philip and James, Apostles	1+2	John 14:6-14
706	Easter, Week 4, Sat	1+2	John 14:7-14
707	Easter, Week 5, Mon	1+2	John 14:21-26
708	Easter, Week 5, Tues	1+2	John 14:27-31a
709	Easter, Week 5, Wed	1+2	John 15:1-8
710	Easter, Week 5, Thurs	1+2	John 15:9-11
711	May 14: St. Matthias, Apostle	1+2	John 15:9-17
712	Easter, Week 5, Fri	1+2	John 15:12-17
713	Easter, Week 5, Sat	1+2	John 15:18-21
714	Easter, Week 6, Mon	1+2	John 15:26—16:4a
715	Easter, Week 6, Tues	1+2	John 16:5-11
716	Easter, Week 6, Wed	1+2	John 16:12-15
717	Easter, Week 6, Thurs	1+2	John 16:16-20
718	Easter, Week 6, Fri	1+2	John 16:20-23
719	Easter, Week 6, Sat	1+2	John 16:23b-28
720	Easter, Week 7, Mon	1+2	John 16:29-33
721	Easter, Week 7, Tues	1+2	John 17:1-11a
722	Easter, Week 7, Wed	1+2	John 17:11b-19
