Seq,Reference,PropersID,Year
1485,"Ps 128:1-2, 3, 4-5","Ord. Time, Week 30, Tues",2
1486,"Ps 128:1-2, 4-5","Ord. Time, Week 21, Wed",2
1487,"Ps 128:1b-2, 3, 4, 5","Ord. Time, Week 20, Sat",1
1488,"Ps 130:1-2, 3-4, 5-7a, 7bc-8","Lent, Week 1, Fri",1+2
1489,"Ps 130:1b-2, 3-4, 5-6ab","Ord. Time, Week 28, Thurs",1
1490,"Ps 130:1b-2, 3-4ab, 7-8","Ord. Time, Week 27, Tues",1
1491,"Ps 131:1bcde, 2, 3","Ord. Time, Week 31, Mon",2
1492,"Ps 131:1bcde, 2, 3","Ord. Time, Week 31, Tues",1
1493,"Ps 132:1-2, 3-5, 11, 12, 13-14","Ord. Time, Week 3, Thurs",2
1494,"Ps 132:6-7, 8-10","Ord. Time, Week 5, Mon",2
1495,"Ps 132:6-7, 9-10, 13-14","Aug 15: Solemnity: Assumption of the BVMary, Vigil",1+2
1496,"Ps 132:11, 12, 13-14, 17-18","Ord. Time, Week 11, Fri",2
1497,"Ps 132:11, 13-14, 17-18","July 26: Sts. Joachim and Anne, parents of BVMary",1+2
1498,"Ps 135:1b-2, 3-4, 5-6","Ord. Time, Week 13, Sat",1
1499,"Ps 136:1-3, 16-18, 21-22+24","Ord. Time, Week 19, Fri",1
1500,"Ps 136:1+23-24, 10-12, 13-15","Ord. Time, Week 15, Sat",1
1501,"Ps 137:1-2, 3, 4-5, 6","Ord. Time, Week 12, Fri",2
1502,"Ps 137:1-2, 3, 4-5, 6","Ord. Time, Week 26, Wed",1
1503,"Ps 138:1-2ab, 2cde-3, 4-5","Sept 29: Sts. Michael, Gabriel, and Raphael, archangels",1+2
1504,"Ps 138:1-2ab, 2cde-3, 7c-8","Lent, Week 1, Thurs",1+2
1505,"Ps 138:1-2ab, 2cde-3, 7c-8","Easter, Week 6, Tues",1+2
1506,"Ps 139:1-3, 4-6","Ord. Time, Week 21, Tues",1
1507,"Ps 139:1-3, 7-8, 9-10, 13-14ab","Ord. Time, Week 26, Fri",2
1508,"Ps 139:1b-3, 4-6, 7-8, 9-10","Ord. Time, Week 32, Mon",1
1509,"Ps 139:1b-3, 13-14ab, 14c-15","Ord. Time, Week 27, Tues",2
1510,"Ps 139:1b-3, 13-14ab, 14c-15","June 24: Solemnity: Nativity of St. John the Baptist, Day",1+2
1511,"Ps 139:1b-3, 13-14ab, 23-24","Ord. Time, Week 23, Thurs",2
1512,"Ps 139:7-8, 9-10, 11-12ab","Ord. Time, Week 21, Wed",1
1513,"Ps 141:1-2, 3+8","Ord. Time, Week 7, Sat",2
1514,"Ps 144:1, 2, 9-10","Ord. Time, Week 33, Sat",2
1515,"Ps 144:1b, 2, 9-10","Ord. Time, Week 2, Wed",2
1516,"Ps 144:1b, 2, 9-10","Ord. Time, Week 30, Thurs",2
1517,"Ps 144:1b+2abc, 3-4","Ord. Time, Week 25, Fri",2
1518,"Ps 145:1+9, 10-11, 12-13ab","Advent, Week 2, Thurs",1+2
1519,"Ps 145:1b-2, 8-9, 10-11","Ord. Time, Week 23, Tues",1
1520,"Ps 145:2-3, 10-11, 12-13ab","Ord. Time, Week 23, Wed",1
1521,"Ps 145:2-3, 4-5, 6-7","Ord. Time, Week 21, Thurs",2
1522,"Ps 145:2-3, 4-5, 6-7, 8-9","Ord. Time, Week 14, Mon",2
1523,"Ps 145:2-3, 4-5, 10-11","Ord. Time, Week 6, Sat",1
1524,"Ps 145:2-3, 4-5, 10-11","Ord. Time, Week 31, Sat",1
1525,"Ps 145:8-9, 10-11, 12-13ab, 13cd-14","Ord. Time, Week 22, Tues",2
1526,"Ps 145:8-9, 13cd-14, 17-18","Lent, Week 4, Wed",1+2
1527,"Ps 145:10-11, 12-13ab, 13cd-14","Ord. Time, Week 30, Wed",2
1528,"Ps 145:10-11, 12-13ab, 21","Easter, Week 5, Tues",1+2
1529,"Ps 145:10-11, 12-13, 17-18","Aug 24: St. Bartholomew, Apostle",1+2
1530,"Ps 145:10-11, 12-13, 17-18","Oct 18: St. Luke, Evangelist",1+2
1531,"Ps 145:17-18, 19-20, 21","Ord. Time, Week 22, Sat",2
1532,"Ps 146:1b-2, 3-4, 5-6ab","Ord. Time, Week 17, Thurs",2
1533,"Ps 146:1b-2, 6c-7, 8-9a, 9bc-10","Ord. Time, Week 9, Fri",1
1534,"Ps 146:2, 5-6ab, 6c-7, 8-9a","Ord. Time, Week 11, Tues",1
1535,"Ps 146:5-6ab, 6c-7, 8-9a, 9bc-10","Ord. Time, Week 20, Fri",1
1536,"Ps 146:7, 8-9a, 9bc-10","Ord. Time, Week 32, Thurs",2
1537,"Ps 147:1-2, 3-4, 5-6","Advent, Week 1, Sat",1+2
1538,"Ps 147:12-13, 14-15, 19-20",Christmas Weekday: Jan. 6 (if Epiphany is Jan. 7 or 8),1+2
1539,"Ps 147:12-13, 14-15, 19-20","Fri after Epiphany, or Jan. 11",1+2
1540,"Ps 147:12-13, 14-15, 19-20","Ord. Time, Week 8, Wed",2
1541,"Ps 147:12-13, 14-15, 19-20","Ord. Time, Week 19, Mon",1
1542,"Ps 147:12-13, 14-15, 19-20","Ord. Time, Week 30, Fri",1
1543,"Ps 147:12-13, 15-16, 19-20","Lent, Week 3, Wed",1+2
1544,"Ps 148:1-2, 11-12, 13, 14","Easter, Week 6, Wed",1+2
1545,"Ps 148:1-2, 11-12, 13, 14","Ord. Time, Week 19, Mon",2
1546,"Ps 149:1-2, 3-4, 5+6a+9b",Christmas Weekday: Jan. 7 (if Epiphany is Jan. 8),1+2
1547,"Ps 149:1-2, 3-4, 5+6a+9b","Sat after Epiphany, or Jan. 12",1+2
1548,"Ps 149:1b-2, 3-4, 5-6a+9b","Easter, Week 6, Mon",1+2
1549,"Ps 149:1b-2, 3-4, 5-6a+9b","Ord. Time, Week 8, Fri",1
1550,"Ps 149:1b-2, 3-4, 5-6a+9b","Ord. Time, Week 21, Mon",1
1551,"Ps 149:1b-2, 3-4, 5-6a+9b","Ord. Time, Week 23, Tues",2
1552,"Ps 149:1b-2, 3-4, 5-6a+9b","Ord. Time, Week 25, Thurs",1
1553,"Ps 149:1b-2, 3-4, 5-6a+9b","Ord. Time, Week 33, Thurs",2
1554,"Ps 150:1b-2, 3-4, 5-6","Ord. Time, Week 23, Thurs",1
1555,"Ps 150:1b-2, 3-4, 5-6","Ord. Time, Week 33, Wed",2
