Key	PrintedLessonReference	LectorReference	LectorText	PropersID	Y	R	LessonReference	RSVCELessonText	ESVCELessonText	CoverdaleText	BCPLookup	ChronSeq	BookNames_en	BlankColumn
ORDINARY TIME XXX B 4	Mark 10:46-52	Gospel of our Lord Jesus Christ according to St Mark	46 And they came to Jericho; and as he was leaving Jericho with his disciples and a great multitude, Bartimae'us, a blind beggar, the son of Timae'us, was sitting by the roadside. 47 And when he heard that it was Jesus of Nazareth, he began to cry out and say, "Jesus, Son of David, have mercy on me!" 48 And many rebuked him, telling him to be silent; but he cried out all the more, "Son of David, have mercy on me!" 49 And Jesus stopped and said, "Call him." And they called the blind man, saying to him, "Take heart; rise, he is calling you." 50 And throwing off his mantle he sprang up and came to Jesus. 51 And Jesus said to him, "What do you want me to do for you?" And the blind man said to him, "Master, let me receive my sight." 52 And Jesus said to him, "Go your way; your faith has made you well." And immediately he received his sight and followed him on the way.	ORDINARY TIME XXX	B	4	Mark 10:46-52	46 And they came to Jericho; and as he was leaving Jericho with his disciples and a great multitude, Bartimae'us, a blind beggar, the son of Timae'us, was sitting by the roadside. 47 And when he heard that it was Jesus of Nazareth, he began to cry out and say, "Jesus, Son of David, have mercy on me!" 48 And many rebuked him, telling him to be silent; but he cried out all the more, "Son of David, have mercy on me!" 49 And Jesus stopped and said, "Call him." And they called the blind man, saying to him, "Take heart; rise, he is calling you." 50 And throwing off his mantle he sprang up and came to Jesus. 51 And Jesus said to him, "What do you want me to do for you?" And the blind man said to him, "Master, let me receive my sight." 52 And Jesus said to him, "Go your way; your faith has made you well." And immediately he received his sight and followed him on the way.				2211	Mark	
ORDINARY TIME XXXI B 1	Deuteronomy 6:1-6	Book of Deuteronomy	1 “Now this is the commandment, the statutes and the ordinances which the Lord your God commanded me to teach you, 2 that you may fear the LORD your God, you and your son and your son's son, by keeping all his statutes and his commandments, which I command you, all the days of your life; and that your days may be prolonged. 3 Hear therefore, O Israel, and be careful to do them; that it may go well with you, and that you may multiply greatly, as the LORD, the God of your fathers, has promised you, in a land flowing with milk and honey. 4 "Hear, O Israel: The LORD our God is one LORD; 5 and you shall love the LORD your God with all your heart, and with all your soul, and with all your might. 6 And these words which I command you this day shall be upon your heart."	ORDINARY TIME XXXI	B	1	Deuteronomy 6:1-6	1 “Now this is the commandment, the statutes and the ordinances which the Lord your God commanded me to teach you, 2 that you may fear the LORD your God, you and your son and your son's son, by keeping all his statutes and his commandments, which I command you, all the days of your life; and that your days may be prolonged. 3 Hear therefore, O Israel, and be careful to do them; that it may go well with you, and that you may multiply greatly, as the LORD, the God of your fathers, has promised you, in a land flowing with milk and honey. 4 "Hear, O Israel: The LORD our God is one LORD; 5 and you shall love the LORD your God with all your heart, and with all your soul, and with all your might. 6 And these words which I command you this day shall be upon your heart."				2212	Deuteronomy	
ORDINARY TIME XXXI B 2	Psalms 18	Book of Psalms	1 I WILL love thee, O Lord, my strength; the Lord is my stony rock, and my defence * my saviour, my God, and my might, in whom I will trust, my buckler, the horn also of my salvation, and my refuge. 2 I will call upon the Lord, which is worthy to be praised * so shall I be safe from mine enemies. 3 The sorrows of death compassed me * and the overflowings of ungodliness made me afraid. 46 The strange children shall fail * and be afraid out of their prisons. 50 For this cause will I give thanks unto thee, O Lord, among the Gentiles * and sing praises unto thy Name.	ORDINARY TIME XXXI	B	2	Psalms 18:2-4,47,51	1 I love thee, O LORD, my strength. 2 The LORD is my rock, and my fortress, and my deliverer, my God, my rock, in whom I take refuge, my shield, and the horn of my salvation, my stronghold. 3 I call upon the LORD, who is worthy to be praised, and I am saved from my enemies. 46 The LORD lives; and blessed be my rock, and exalted be the God of my salvation, 50 Great triumphs he gives to his king, and shows steadfast love to his anointed, to David and his descendants for ever.		1 I WILL love thee, O Lord, my strength; the Lord is my stony rock, and my defence * my saviour, my God, and my might, in whom I will trust, my buckler, the horn also of my salvation, and my refuge. 2 I will call upon the Lord, which is worthy to be praised * so shall I be safe from mine enemies. 3 The sorrows of death compassed me * and the overflowings of ungodliness made me afraid. 46 The strange children shall fail * and be afraid out of their prisons. 50 For this cause will I give thanks unto thee, O Lord, among the Gentiles * and sing praises unto thy Name.	Psalms18.1|Psalms18.2|Psalms18.3|Psalms18.46|Psalms18.50|	2213	Psalms	
ORDINARY TIME XXXI B 3	Hebrews 7:23-28	Epistle to the Hebrews	23 The former priests were many in number, because they were prevented by death from continuing in office; 24 but he holds his priesthood permanently, because he continues for ever. 25 Consequently he is able for all time to save those who draw near to God through him, since he always lives to make intercession for them. 26 For it was fitting that we should have such a high priest, holy, blameless, unstained, separated from sinners, exalted above the heavens. 27 He has no need, like those high priests, to offer sacrifices daily, first for his own sins and then for those of the people; he did this once for all when he offered up himself. 28 Indeed, the law appoints men in their weakness as high priests, but the word of the oath, which came later than the law, appoints a Son who has been made perfect for ever.	ORDINARY TIME XXXI	B	3	Hebrews 7:23-28	23 The former priests were many in number, because they were prevented by death from continuing in office; 24 but he holds his priesthood permanently, because he continues for ever. 25 Consequently he is able for all time to save those who draw near to God through him, since he always lives to make intercession for them. 26 For it was fitting that we should have such a high priest, holy, blameless, unstained, separated from sinners, exalted above the heavens. 27 He has no need, like those high priests, to offer sacrifices daily, first for his own sins and then for those of the people; he did this once for all when he offered up himself. 28 Indeed, the law appoints men in their weakness as high priests, but the word of the oath, which came later than the law, appoints a Son who has been made perfect for ever.				2214	Hebrews	
ORDINARY TIME XXXI B 4	Mark 12:28-34	Gospel of our Lord Jesus Christ according to St Mark	28 And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, "Which commandment is the first of all?" 29 Jesus answered, "The first is, `Hear, O Israel: The Lord our God, the Lord is one; 30 and you shall love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.' 31 The second is this, `You shall love your neighbor as yourself.' There is no other commandment greater than these." 32 And the scribe said to him, "You are right, Teacher; you have truly said that he is one, and there is no other but he; 33 and to love him with all the heart, and with all the understanding, and with all the strength, and to love one's neighbor as oneself, is much more than all whole burnt offerings and sacrifices." 34 And when Jesus saw that he answered wisely, he said to him, "You are not far from the kingdom of God." And after that no one dared to ask him any question.	ORDINARY TIME XXXI	B	4	Mark 12:28-34	28 And one of the scribes came up and heard them disputing with one another, and seeing that he answered them well, asked him, "Which commandment is the first of all?" 29 Jesus answered, "The first is, `Hear, O Israel: The Lord our God, the Lord is one; 30 and you shall love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.' 31 The second is this, `You shall love your neighbor as yourself.' There is no other commandment greater than these." 32 And the scribe said to him, "You are right, Teacher; you have truly said that he is one, and there is no other but he; 33 and to love him with all the heart, and with all the understanding, and with all the strength, and to love one's neighbor as oneself, is much more than all whole burnt offerings and sacrifices." 34 And when Jesus saw that he answered wisely, he said to him, "You are not far from the kingdom of God." And after that no one dared to ask him any question.				2215	Mark	
ORDINARY TIME XXXII B 1	1 Kings 17:10-16	First Book of Kings	10 So he arose and went to Zar'ephath; and when he came to the gate of the city, behold, a widow was there gathering sticks; and he called to her and said, "Bring me a little water in a vessel, that I may drink." 11 And as she was going to bring it, he called to her and said, "Bring me a morsel of bread in your hand." 12 And she said, "As the LORD your God lives, I have nothing baked, only a handful of meal in a jar, and a little oil in a cruse; and now, I am gathering a couple of sticks, that I may go in and prepare it for myself and my son, that we may eat it, and die." 13 And Eli'jah said to her, "Fear not; go and do as you have said; but first make me a little cake of it and bring it to me, and afterward make for yourself and your son. 14 For thus says the LORD the God of Israel, `The jar of meal shall not be spent, and the cruse of oil shall not fail, until the day that the LORD sends rain upon the earth.'" 15 And she went and did as Eli'jah said; and she, and he, and her household ate for many days. 16 The jar of meal was not spent, neither did the cruse of oil fail, according to the word of the LORD which he spoke by Eli'jah.	ORDINARY TIME XXXII	B	1	1 Kings 17:10-16	10 So he arose and went to Zar'ephath; and when he came to the gate of the city, behold, a widow was there gathering sticks; and he called to her and said, "Bring me a little water in a vessel, that I may drink." 11 And as she was going to bring it, he called to her and said, "Bring me a morsel of bread in your hand." 12 And she said, "As the LORD your God lives, I have nothing baked, only a handful of meal in a jar, and a little oil in a cruse; and now, I am gathering a couple of sticks, that I may go in and prepare it for myself and my son, that we may eat it, and die." 13 And Eli'jah said to her, "Fear not; go and do as you have said; but first make me a little cake of it and bring it to me, and afterward make for yourself and your son. 14 For thus says the LORD the God of Israel, `The jar of meal shall not be spent, and the cruse of oil shall not fail, until the day that the LORD sends rain upon the earth.'" 15 And she went and did as Eli'jah said; and she, and he, and her household ate for many days. 16 The jar of meal was not spent, neither did the cruse of oil fail, according to the word of the LORD which he spoke by Eli'jah.				2216	1 Kings	
ORDINARY TIME XXXII B 2	Psalms 146	Book of Psalms	1 PRAISE the Lord, O my soul; while I live will I praise the Lord * yea, as long as I have any being, I will sing praises unto my God. 2 O put not your trust in princes, nor in any child of man * for there is no help in them. 3 For when the breath of man goeth forth he shall turn again to his earth * and then all his thoughts perish. 4 Blessed is he that hath the God of Jacob for his help * and whose hope is in the Lord his God; 5 Who made heaven and earth, the sea, and all that therein is * who keepeth his promise for ever; 6 Who helpeth them to right that suffer wrong * who feedeth the hungry. 7 The Lord looseth men out of prison * the Lord giveth sight to the blind. 8 The Lord helpeth them that are fallen * the Lord careth for the righteous. 9 The Lord careth for the strangers, he defendeth the fatherless and widow * as for the way of the ungodly, he turneth it upside down. 10 The Lord thy God, O Sion, shall be King for evermore * and throughout all generations.	ORDINARY TIME XXXII	B	2	Psalms 146:1-10	1 Praise the Lord! Praise the Lord, O my soul! 2 I will praise the Lord as long as I live;     I will sing praises to my God while I have being.  3 Put not your trust in princes,     in a son of man, in whom there is no help. 4 When his breath departs he returns to his earth;     on that very day his plans perish.  5 Happy is he whose help is the God of Jacob,     whose hope is in the Lord his God, 6 who made heaven and earth,     the sea, and all that is in them; who keeps faith for ever; 7     who executes justice for the oppressed;     who gives food to the hungry.  The Lord sets the prisoners free; 8     the Lord opens the eyes of the blind. The Lord lifts up those who are bowed down;     the Lord loves the righteous. 9 The Lord watches over the sojourners,     he upholds the widow and the fatherless;     but the way of the wicked he brings to ruin.  10 The Lord will reign for ever,     thy God, O Zion, to all generations. Praise the Lord!		1 PRAISE the Lord, O my soul; while I live will I praise the Lord * yea, as long as I have any being, I will sing praises unto my God. 2 O put not your trust in princes, nor in any child of man * for there is no help in them. 3 For when the breath of man goeth forth he shall turn again to his earth * and then all his thoughts perish. 4 Blessed is he that hath the God of Jacob for his help * and whose hope is in the Lord his God; 5 Who made heaven and earth, the sea, and all that therein is * who keepeth his promise for ever; 6 Who helpeth them to right that suffer wrong * who feedeth the hungry. 7 The Lord looseth men out of prison * the Lord giveth sight to the blind. 8 The Lord helpeth them that are fallen * the Lord careth for the righteous. 9 The Lord careth for the strangers, he defendeth the fatherless and widow * as for the way of the ungodly, he turneth it upside down. 10 The Lord thy God, O Sion, shall be King for evermore * and throughout all generations.	Psalms146.1|Psalms146.2|Psalms146.3|Psalms146.4|Psalms146.5|Psalms146.6|Psalms146.7|Psalms146.8|Psalms146.9|Psalms146.10|	2217	Psalms	
ORDINARY TIME XXXII B 3	Hebrews 9:24-28	Epistle to the Hebrews	24 For Christ has entered, not into a sanctuary made with hands, a copy of the true one, but into heaven itself, now to appear in the presence of God on our behalf. 25 Nor was it to offer himself repeatedly, as the high priest enters the Holy Place yearly with blood not his own; 26 for then he would have had to suffer repeatedly since the foundation of the world. But as it is, he has appeared once for all at the end of the age to put away sin by the sacrifice of himself. 27 And just as it is appointed for men to die once, and after that comes judgment, 28 so Christ, having been offered once to bear the sins of many, will appear a second time, not to deal with sin but to save those who are eagerly waiting for him.	ORDINARY TIME XXXII	B	3	Hebrews 9:24-28	24 For Christ has entered, not into a sanctuary made with hands, a copy of the true one, but into heaven itself, now to appear in the presence of God on our behalf. 25 Nor was it to offer himself repeatedly, as the high priest enters the Holy Place yearly with blood not his own; 26 for then he would have had to suffer repeatedly since the foundation of the world. But as it is, he has appeared once for all at the end of the age to put away sin by the sacrifice of himself. 27 And just as it is appointed for men to die once, and after that comes judgment, 28 so Christ, having been offered once to bear the sins of many, will appear a second time, not to deal with sin but to save those who are eagerly waiting for him.				2218	Hebrews	
ORDINARY TIME XXXII B 4	Mark 12:38-44	Gospel of our Lord Jesus Christ according to St Mark	38 Jesus taught in the Temple, saying, "Beware of the scribes, who like to go about in long robes, and to have salutations in the market places 39 and the best seats in the synagogues and the places of honor at feasts, 40 who devour widows' houses and for a pretense make long prayers. They will receive the greater condemnation." 41 And he sat down opposite the treasury, and watched the multitude putting money into the treasury. Many rich people put in large sums. 42 And a poor widow came, and put in two copper coins, which make a penny. 43 And he called his disciples to him, and said to them, "Truly, I say to you, this poor widow has put in more than all those who are contributing to the treasury. 44 For they all contributed out of their abundance; but she out of her poverty has put in everything she had, her whole living."	ORDINARY TIME XXXII	B	4	Mark 12:38-44	38 Jesus taught in the Temple, saying, "Beware of the scribes, who like to go about in long robes, and to have salutations in the market places 39 and the best seats in the synagogues and the places of honor at feasts, 40 who devour widows' houses and for a pretense make long prayers. They will receive the greater condemnation." 41 And he sat down opposite the treasury, and watched the multitude putting money into the treasury. Many rich people put in large sums. 42 And a poor widow came, and put in two copper coins, which make a penny. 43 And he called his disciples to him, and said to them, "Truly, I say to you, this poor widow has put in more than all those who are contributing to the treasury. 44 For they all contributed out of their abundance; but she out of her poverty has put in everything she had, her whole living."				2219	Mark	
ORDINARY TIME XXXIII B 1	Daniel 12:1-3	Book of the Prophet Daniel	1 "At that time there shall arise Michael, the great prince, guardian of your people; It shall be a time unsurpassed in distress since nations began until that time. At that time your people shall escape, everyone who is found written in the book. 2 Many of those who sleep in the dust of the earth shall awake; some shall live forever, others shall be an everlasting horror and disgrace. 3 But the wise shall shine brightly like the splendor of the firmament, And those who lead the many to justice shall be like the stars forever.	ORDINARY TIME XXXIII	B	1	Daniel 12:1-3	1 "At that time there shall arise Michael, the great prince, guardian of your people; It shall be a time unsurpassed in distress since nations began until that time. At that time your people shall escape, everyone who is found written in the book. 2 Many of those who sleep in the dust of the earth shall awake; some shall live forever, others shall be an everlasting horror and disgrace. 3 But the wise shall shine brightly like the splendor of the firmament, And those who lead the many to justice shall be like the stars forever.				2220	Daniel	
ORDINARY TIME XXXIII B 2	Psalms 16	Book of Psalms	5 Their drink-offerings of blood will I not offer * neither make mention of their names within my lips. 8 I will thank the Lord for giving me warning * my reins also chasten me in the night-season. 9 I have set God always before me * for he is on my right hand, therefore I shall not fall. 10 Wherefore my heart was glad, and my glory rejoiced * my flesh also shall rest in hope. 11 For why? thou shalt not leave my soul in hell * neither shalt thou suffer thy Holy One to see corruption.	ORDINARY TIME XXXIII	B	2	Psalms 16:5,8-11	5 The LORD is my chosen portion and my cup; thou holdest my lot. 8 I keep the LORD always before me; because he is at my right hand, I shall not be moved. 9 Therefore my heart is glad, and my soul rejoices; my body also dwells secure. 10 For thou dost not give me up to Sheol, or let thy godly one see the Pit. 11 Thou dost show me the path of life; in thy presence there is fulness of joy, in thy right hand are pleasures for evermore.		5 Their drink-offerings of blood will I not offer * neither make mention of their names within my lips. 8 I will thank the Lord for giving me warning * my reins also chasten me in the night-season. 9 I have set God always before me * for he is on my right hand, therefore I shall not fall. 10 Wherefore my heart was glad, and my glory rejoiced * my flesh also shall rest in hope. 11 For why? thou shalt not leave my soul in hell * neither shalt thou suffer thy Holy One to see corruption.	Psalms16.5|Psalms16.8|Psalms16.9|Psalms16.10|Psalms16.11|	2221	Psalms	
ORDINARY TIME XXXIII B 3	Hebrews 10:11-14,18	Epistle to the Hebrews	11 Every priest stands daily at his service, offering repeatedly the same sacrifices, which can never take away sins. 12 But when Christ had offered for all time a single sacrifice for sins, he sat down at the right hand of God, 13 then to wait until his enemies should be made a stool for his feet. 14 For by a single offering he has perfected for all time those who are sanctified. 18 Where there is forgiveness of these, there is no longer any offering for sin.	ORDINARY TIME XXXIII	B	3	Hebrews 10:11-14,18	11 Every priest stands daily at his service, offering repeatedly the same sacrifices, which can never take away sins. 12 But when Christ had offered for all time a single sacrifice for sins, he sat down at the right hand of God, 13 then to wait until his enemies should be made a stool for his feet. 14 For by a single offering he has perfected for all time those who are sanctified. 18 Where there is forgiveness of these, there is no longer any offering for sin.				2222	Hebrews	
ORDINARY TIME XXXIII B 4	Mark 13:24-32	Gospel of our Lord Jesus Christ according to St Mark	24 "In those days, after that tribulation, the sun will be darkened, and the moon will not give its light, 25 and the stars will be falling from heaven, and the powers in the heavens will be shaken. 26 And then they will see the Son of man coming in clouds with great power and glory. 27 And then he will send out the angels, and gather his elect from the four winds, from the ends of the earth to the ends of heaven. 28 "From the fig tree learn its lesson: as soon as its branch becomes tender and puts forth its leaves, you know that summer is near. 29 So also, when you see these things taking place, you know that he is near, at the very gates. 30 Truly, I say to you, this generation will not pass away before all these things take place. 31 Heaven and earth will pass away, but my words will not pass away. 32 "But of that day or that hour no one knows, not even the angels in heaven, nor the Son, but only the Father.	ORDINARY TIME XXXIII	B	4	Mark 13:24-32	24 "In those days, after that tribulation, the sun will be darkened, and the moon will not give its light, 25 and the stars will be falling from heaven, and the powers in the heavens will be shaken. 26 And then they will see the Son of man coming in clouds with great power and glory. 27 And then he will send out the angels, and gather his elect from the four winds, from the ends of the earth to the ends of heaven. 28 "From the fig tree learn its lesson: as soon as its branch becomes tender and puts forth its leaves, you know that summer is near. 29 So also, when you see these things taking place, you know that he is near, at the very gates. 30 Truly, I say to you, this generation will not pass away before all these things take place. 31 Heaven and earth will pass away, but my words will not pass away. 32 "But of that day or that hour no one knows, not even the angels in heaven, nor the Son, but only the Father.				2223	Mark	
CHRIST THE KING B 1	Daniel 7:13-14	Book of the Prophet Daniel	13 As the visions during the night continued, I saw One like a son of man coming, on the clouds of heaven; When he reached the Ancient One and was presented before him, 14 He received dominion, glory, and kingship; nations and peoples of every language serve him. His dominion is an everlasting dominion that shall not be taken away, his kingship shall not be destroyed.	CHRIST THE KING	B	1	Daniel 7:13-14	13 As the visions during the night continued, I saw One like a son of man coming, on the clouds of heaven; When he reached the Ancient One and was presented before him, 14 He received dominion, glory, and kingship; nations and peoples of every language serve him. His dominion is an everlasting dominion that shall not be taken away, his kingship shall not be destroyed.				2224	Daniel	
CHRIST THE KING B 2	Psalms 93	Book of Psalms	1 THE Lord is King, and hath put on glorious apparel * the Lord hath put on his apparel, and girded himself with strength. 2 He hath made the round world so sure * that it cannot be moved. 3 Ever since the world began hath thy seat been prepared * thou art from everlasting. 4 The floods are risen, O Lord, the floods have lift up their voice * the floods lift up their waves. 5 The waves of the sea are mighty, and rage horribly * but yet the Lord, who dwelleth on high, is mightier.	CHRIST THE KING	B	2	Psalms 93:1-5	1 The Lord reigns; he is robed in majesty;     the Lord is robed, he is girded with strength. Yea, the world is established; it shall never be moved; 2     thy throne is established from of old;     thou art from everlasting. 3 The floods have lifted up, O Lord,     the floods have lifted up their voice,     the floods lift up their roaring. 4 Mightier than the thunders of many waters,     mightier than the waves of the sea,     the Lord on high is mighty! 5 Thy decrees are very sure;     holiness befits thy house,     O Lord, for evermore.		1 THE Lord is King, and hath put on glorious apparel * the Lord hath put on his apparel, and girded himself with strength. 2 He hath made the round world so sure * that it cannot be moved. 3 Ever since the world began hath thy seat been prepared * thou art from everlasting. 4 The floods are risen, O Lord, the floods have lift up their voice * the floods lift up their waves. 5 The waves of the sea are mighty, and rage horribly * but yet the Lord, who dwelleth on high, is mightier.	Psalms93.1|Psalms93.2|Psalms93.3|Psalms93.4|Psalms93.5|	2225	Psalms	
CHRIST THE KING B 3	Revelation 1:5-8	Book of Revelation	5 and from Jesus Christ the faithful witness, the first-born of the dead, and the ruler of kings on earth. To him who loves us and has freed us from our sins by his blood 6 and made us a kingdom, priests to his God and Father, to him be glory and dominion for ever and ever. Amen. 7 Behold, he is coming with the clouds, and every eye will see him, every one who pierced him; and all tribes of the earth will wail on account of him. Even so. Amen. 8 "I am the Alpha and the Omega," says the Lord God, who is and who was and who is to come, the Almighty.	CHRIST THE KING	B	3	Revelation 1:5-8	5 and from Jesus Christ the faithful witness, the first-born of the dead, and the ruler of kings on earth. To him who loves us and has freed us from our sins by his blood 6 and made us a kingdom, priests to his God and Father, to him be glory and dominion for ever and ever. Amen. 7 Behold, he is coming with the clouds, and every eye will see him, every one who pierced him; and all tribes of the earth will wail on account of him. Even so. Amen. 8 "I am the Alpha and the Omega," says the Lord God, who is and who was and who is to come, the Almighty.				2226	Revelation	
CHRIST THE KING B 4	John 18:33-37	Gospel of our Lord Jesus Christ according to St John	33 Pilate entered the praetorium again and called Jesus, and said to him, "Are you the King of the Jews?" 34 Jesus answered, "Do you say this of your own accord, or did others say it to you about me?" 35 Pilate answered, "Am I a Jew? Your own nation and the chief priests have handed you over to me; what have you done?" 36 Jesus answered, "My kingship is not of this world; if my kingship were of this world, my servants would fight, that I might not be handed over to the Jews; but my kingship is not from the world." 37 Pilate said to him, "So you are a king?" Jesus answered, "You say that I am a king. For this I was born, and for this I have come into the world, to bear witness to the truth. Every one who is of the truth hears my voice."	CHRIST THE KING	B	4	John 18:33-37	33 Pilate entered the praetorium again and called Jesus, and said to him, "Are you the King of the Jews?" 34 Jesus answered, "Do you say this of your own accord, or did others say it to you about me?" 35 Pilate answered, "Am I a Jew? Your own nation and the chief priests have handed you over to me; what have you done?" 36 Jesus answered, "My kingship is not of this world; if my kingship were of this world, my servants would fight, that I might not be handed over to the Jews; but my kingship is not from the world." 37 Pilate said to him, "So you are a king?" Jesus answered, "You say that I am a king. For this I was born, and for this I have come into the world, to bear witness to the truth. Every one who is of the truth hears my voice."				2227	John	
ADVENT I C 1	Jeremiah 33:14-16	Book of the Prophet Jeremiah	14 "Behold, the days are coming, says the LORD, when I will fulfil the promise I made to the house of Israel and the house of Judah. 15 In those days and at that time I will cause a righteous Branch to spring forth for David; and he shall execute justice and righteousness in the land. 16 In those days Judah will be saved and Jerusalem will dwell securely. And this is the name by which it will be called: `The LORD is our righteousness.'	ADVENT I	C	1	Jeremiah 33:14-16	14 "Behold, the days are coming, says the LORD, when I will fulfil the promise I made to the house of Israel and the house of Judah. 15 In those days and at that time I will cause a righteous Branch to spring forth for David; and he shall execute justice and righteousness in the land. 16 In those days Judah will be saved and Jerusalem will dwell securely. And this is the name by which it will be called: `The LORD is our righteousness.'				3000	Jeremiah	
ADVENT I C 2	Psalms 25	Book of Psalms	4 Lead me forth in thy truth, and learn me * for thou art the God of my salvation; in thee hath been my hope all the day long. 5 Call to remembrance, O Lord, thy tender mercies * and thy loving-kindnesses, which have been ever of old. 8 Them that are meek shall he guide in judgement * and such as are gentle, them shall he learn his way. 9 All the paths of the Lord are mercy and truth * unto such as keep his covenant and his testimonies. 10 For thy Name's sake, O Lord * be merciful unto my sin, for it is great. 14 Mine eyes are ever looking unto the Lord * for he shall pluck my feet out of the net.	ADVENT I	C	2	Psalms 25:4-5,8-10,14	4 Make me to know thy ways, O LORD; teach me thy paths. 5 Lead me in thy truth, and teach me, for thou art the God of my salvation; for thee I wait all the day long. 8 Good and upright is the LORD; therefore he instructs sinners in the way. 9 He leads the humble in what is right, and teaches the humble his way. 10 All the paths of the LORD are steadfast love and faithfulness, for those who keep his covenant and his testimonies. 14 The friendship of the LORD is for those who fear him, and he makes known to them his covenant.		4 Lead me forth in thy truth, and learn me * for thou art the God of my salvation; in thee hath been my hope all the day long. 5 Call to remembrance, O Lord, thy tender mercies * and thy loving-kindnesses, which have been ever of old. 8 Them that are meek shall he guide in judgement * and such as are gentle, them shall he learn his way. 9 All the paths of the Lord are mercy and truth * unto such as keep his covenant and his testimonies. 10 For thy Name's sake, O Lord * be merciful unto my sin, for it is great. 14 Mine eyes are ever looking unto the Lord * for he shall pluck my feet out of the net.	Psalms25.4|Psalms25.5|Psalms25.8|Psalms25.9|Psalms25.10|Psalms25.14|	3001	Psalms	
ADVENT I C 3	1 Thessalonians 3:12-4:2	First Epistle of St Paul to the Thessalonians	3 12 and may the Lord make you increase and abound in love to one another and to all men, as we do to you, 13 so that he may establish your hearts unblamable in holiness before our God and Father, at the coming of our Lord Jesus with all his saints. 4 1 Finally, brethren, we beseech and exhort you in the Lord Jesus, that as you learned from us how you ought to live and to please God, just as you are doing, you do so more and more. 2 For you know what instructions we gave you through the Lord Jesus.	ADVENT I	C	3	1 Thessalonians 3:12-4:2	3 12 and may the Lord make you increase and abound in love to one another and to all men, as we do to you, 13 so that he may establish your hearts unblamable in holiness before our God and Father, at the coming of our Lord Jesus with all his saints. 4 1 Finally, brethren, we beseech and exhort you in the Lord Jesus, that as you learned from us how you ought to live and to please God, just as you are doing, you do so more and more. 2 For you know what instructions we gave you through the Lord Jesus.				3002	1 Thessalonians	
ADVENT I C 4	Luke 21:25-28,34-36	Gospel of our Lord Jesus Christ according to St Luke	25 "And there will be signs in sun and moon and stars, and upon the earth distress of nations in perplexity at the roaring of the sea and the waves, 26 men fainting with fear and with foreboding of what is coming on the world; for the powers of the heavens will be shaken. 27 And then they will see the Son of man coming in a cloud with power and great glory. 28 Now when these things begin to take place, look up and raise your heads, because your redemption is drawing near." 34 "But take heed to yourselves lest your hearts be weighed down with dissipation and drunkenness and cares of this life, and that day come upon you suddenly like a snare; 35 for it will come upon all who dwell upon the face of the whole earth. 36 But watch at all times, praying that you may have strength to escape all these things that will take place, and to stand before the Son of man."	ADVENT I	C	4	Luke 21:25-28,34-36	25 "And there will be signs in sun and moon and stars, and upon the earth distress of nations in perplexity at the roaring of the sea and the waves, 26 men fainting with fear and with foreboding of what is coming on the world; for the powers of the heavens will be shaken. 27 And then they will see the Son of man coming in a cloud with power and great glory. 28 Now when these things begin to take place, look up and raise your heads, because your redemption is drawing near." 34 "But take heed to yourselves lest your hearts be weighed down with dissipation and drunkenness and cares of this life, and that day come upon you suddenly like a snare; 35 for it will come upon all who dwell upon the face of the whole earth. 36 But watch at all times, praying that you may have strength to escape all these things that will take place, and to stand before the Son of man."				3003	Luke	
ADVENT II C 1	Baruch 5:1-9	Book of Baruch	1 Take off the garment of your sorrow and affliction, O Jerusalem, and put on for ever the beauty of the glory from God. 2 Put on the robe of the righteousness from God; put on your head the diadem of the glory of the Everlasting. 3 For God will show your splendor everywhere under heaven. 4 For your name will for ever be called by God, "Peace of righteousness and glory of godliness." 5 Arise, O Jerusalem, stand upon the height and look toward the east, and see your children gathered from west and east, at the word of the Holy One, rejoicing that God has remembered them. 6 For they went forth from you on foot, led away by their enemies; but God will bring them back to you, carried in glory, as on a royal throne. 7 For God has ordered that every high mountain and the everlasting hills be made low and the valleys filled up, to make level ground, so that Israel may walk safely in the glory of God. 8 The woods and every fragrant tree have shaded Israel at God's command. 9 For God will lead Israel with joy, in the light of his glory, with the mercy and righteousness that come from him.	ADVENT II	C	1	Baruch 5:1-9	1 Take off the garment of your sorrow and affliction, O Jerusalem, and put on for ever the beauty of the glory from God. 2 Put on the robe of the righteousness from God; put on your head the diadem of the glory of the Everlasting. 3 For God will show your splendor everywhere under heaven. 4 For your name will for ever be called by God, "Peace of righteousness and glory of godliness." 5 Arise, O Jerusalem, stand upon the height and look toward the east, and see your children gathered from west and east, at the word of the Holy One, rejoicing that God has remembered them. 6 For they went forth from you on foot, led away by their enemies; but God will bring them back to you, carried in glory, as on a royal throne. 7 For God has ordered that every high mountain and the everlasting hills be made low and the valleys filled up, to make level ground, so that Israel may walk safely in the glory of God. 8 The woods and every fragrant tree have shaded Israel at God's command. 9 For God will lead Israel with joy, in the light of his glory, with the mercy and righteousness that come from him.				3004	Baruch	
